COUNTRY,Country,SECTPERF,Sector,SECTFUND,Source of funds,MEASURE,Measure,YEAR,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ISL,Iceland,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,12.686,,
ISL,Iceland,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,13.254,,
ISL,Iceland,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,3.554,,
ISL,Iceland,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,0.116,,
ISL,Iceland,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,27.669,B,Break
ISL,Iceland,_T,Total intramural,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,0.195,B,Break
ISL,Iceland,_T,Total intramural,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,5.952,E,Estimated value
ISL,Iceland,BES,Business enterprise,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,0.123,B,Break
ISL,Iceland,BES,Business enterprise,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,5.857,E,Estimated value
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,0.072,B,Break
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,0.095,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,0.104,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,0.035,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,0.022,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,0.014,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,0.007,,
ISL,Iceland,GOV,Government,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,0.039,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,0,B,Break
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,0,,
ISL,Iceland,HES,Higher education,PNP,Private non-profit sector,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,0,,
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,2813.14,E,Estimated value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,2967.2,E,Estimated value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,3108.7,E,Estimated value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,3175.1,E,Estimated value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,3727.603,E,Estimated value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,3812.432,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,4370.61,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2020,2020,EUR,Euro,6,Millions,,,4595.286,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,_T,Total funding,MIO_NAC,National Currency,2021,2021,EUR,Euro,6,Millions,,,4501.544,B; P,Break; Provisional value
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,2021.9,,
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,2106.8,E,Estimated value
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,2233.1,,
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,2292.8,E,Estimated value
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,2770.214,,
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,2777.748,E,Estimated value
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,3256.295,,
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2020,2020,EUR,Euro,6,Millions,,,3391.165,E,Estimated value
IRL,Ireland,BES,Business enterprise,_T,Total funding,MIO_NAC,National Currency,2021,2021,EUR,Euro,6,Millions,,,3588.187,P,Provisional value
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,129,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,130.3,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,136.2,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,133.5,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,142.408,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,158.605,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,164.663,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2020,2020,EUR,Euro,6,Millions,,,165.299,,
IRL,Ireland,GOV,Government,_T,Total funding,MIO_NAC,National Currency,2021,2021,EUR,Euro,6,Millions,,,168.815,P,Provisional value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,662.24,E,Estimated value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,730.1,,
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,739.4,E,Estimated value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,748.8,,
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,814.981,E,Estimated value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,876.08,P,Provisional value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,949.652,E; P,Estimated value; Provisional value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2020,2020,EUR,Euro,6,Millions,,,1038.822,E; P,Estimated value; Provisional value
IRL,Ireland,HES,Higher education,_T,Total funding,MIO_NAC,National Currency,2021,2021,EUR,Euro,6,Millions,,,744.542,B; P,Break; Provisional value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,1479.934,E,Estimated value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,1547.8,E,Estimated value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,1513.7,E,Estimated value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,1555.9,E,Estimated value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,1913.771,E,Estimated value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,1924.032,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,BES,Business enterprise sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,2743.88,E; P,Estimated value; Provisional value
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,1464.5,,
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,1525.9,E,Estimated value
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,1491.1,,
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,1531,E,Estimated value
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,1882.389,,
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,1887.508,E,Estimated value
IRL,Ireland,BES,Business enterprise,BES,Business enterprise sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,2702.44,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,2.4,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,2.5,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,1.1,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,1.2,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,5.614,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,4.671,,
IRL,Ireland,GOV,Government,BES,Business enterprise sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,4.493,,
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,13.034,E,Estimated value
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,19.4,,
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,21.5,E,Estimated value
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,23.7,,
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,25.768,E,Estimated value
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,31.853,P,Provisional value
IRL,Ireland,HES,Higher education,BES,Business enterprise sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,36.947,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,524.116,E,Estimated value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,556.1,E,Estimated value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,734,E,Estimated value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,750.4,E,Estimated value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,869.191,E,Estimated value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,886.348,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,583.468,E; P,Estimated value; Provisional value
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,434.9,,
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,453.2,E,Estimated value
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,630.6,,
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,647.5,E,Estimated value
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,756.321,,
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,758.378,E,Estimated value
IRL,Ireland,BES,Business enterprise,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,439.537,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,4.6,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,3.3,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,4.2,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,4.3,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,5.465,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,8.603,,
IRL,Ireland,GOV,Government,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,12.65,,
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,84.616,E,Estimated value
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,99.6,,
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,99.2,E,Estimated value
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,98.7,,
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,107.405,E,Estimated value
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,119.366,P,Provisional value
IRL,Ireland,HES,Higher education,ROW,Rest of the world (ROW),MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,131.282,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,772.971,E,Estimated value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,814.1,E,Estimated value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,811.6,E,Estimated value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,819.6,E,Estimated value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,887.602,E,Estimated value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,941.901,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,GOV,Government sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,988.172,E; P,Estimated value; Provisional value
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,120.7,,
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,125.8,E,Estimated value
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,110.8,,
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,113.8,E,Estimated value
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,127.587,,
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,127.934,E,Estimated value
IRL,Ireland,BES,Business enterprise,GOV,Government sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,114.252,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,121.3,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,123,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,128.8,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,127.2,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,130.201,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,141.494,,
IRL,Ireland,GOV,Government,GOV,Government sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,144.628,,
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,530.971,E,Estimated value
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,565.3,,
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,572,E,Estimated value
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,578.7,,
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,629.814,E,Estimated value
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,672.473,P,Provisional value
IRL,Ireland,HES,Higher education,GOV,Government sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,729.292,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,19.578,E,Estimated value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,35.7,E,Estimated value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,30.5,E,Estimated value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,24.8,E,Estimated value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,30.66,E,Estimated value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,33.133,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,HES,Higher education sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,28.281,E; P,Estimated value; Provisional value
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,1.5,,
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,1.6,E,Estimated value
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,0.3,,
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,0.3,E,Estimated value
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,3.711,,
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,3.721,E,Estimated value
IRL,Ireland,BES,Business enterprise,HES,Higher education sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,0.012,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,0.7,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,1.5,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,2.1,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,0.8,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,1.128,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,3.836,,
IRL,Ireland,GOV,Government,HES,Higher education sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,2.693,,
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,17.378,E,Estimated value
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,32.6,,
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,28.1,E,Estimated value
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,23.7,,
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,25.821,E,Estimated value
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,25.576,P,Provisional value
IRL,Ireland,HES,Higher education,HES,Higher education sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,25.576,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,16.541,E,Estimated value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,13.5,E,Estimated value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,18.9,E,Estimated value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,24.4,E,Estimated value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,26.378,E,Estimated value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,27.018,E; P,Estimated value; Provisional value
IRL,Ireland,_T,Total intramural,PNP,Private non-profit sector,MIO_NAC,National Currency,2019,2019,EUR,Euro,6,Millions,,,26.809,E; P,Estimated value; Provisional value
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2013,2013,EUR,Euro,6,Millions,,,0.3,,
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2014,2014,EUR,Euro,6,Millions,,,0.3,E,Estimated value
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2015,2015,EUR,Euro,6,Millions,,,0.3,,
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2016,2016,EUR,Euro,6,Millions,,,0.3,E,Estimated value
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2017,2017,EUR,Euro,6,Millions,,,0.206,,
IRL,Ireland,BES,Business enterprise,PNP,Private non-profit sector,MIO_NAC,National Currency,2018,2018,EUR,Euro,6,Millions,,,0.207,E,Estimated value
