"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GDEXPRD","TOT","MLN_USD","A","2013",7961.70675112474,
"DNK","GDEXPRD","TOT","MLN_USD","A","2014",7937.05519760294,
"DNK","GDEXPRD","TOT","MLN_USD","A","2015",8515.66911287879,
"DNK","GDEXPRD","TOT","MLN_USD","A","2016",8901.06416989236,
"DNK","GDEXPRD","TOT","MLN_USD","A","2017",8674.05616320196,
"DNK","GDEXPRD","TOT","MLN_USD","A","2018",8951.61186951373,
"DNK","GDEXPRD","TOT","MLN_USD","A","2019",8873.41511689199,
"DNK","GDEXPRD","TOT","MLN_USD","A","2020",8912.21129578579,
"DNK","GDEXPRD","TOT","MLN_USD","A","2021",8853.54499157477,
"DNK","GDEXPRD","TOT","PC_GDP","A","1981",1.01374738923294,
"DNK","GDEXPRD","TOT","PC_GDP","A","1982",1.05140412422376,
"DNK","GDEXPRD","TOT","PC_GDP","A","1983",1.09935775599232,
"DNK","GDEXPRD","TOT","PC_GDP","A","1984",1.12655937970334,
"DNK","GDEXPRD","TOT","PC_GDP","A","1985",1.15851180712023,
"DNK","GDEXPRD","TOT","PC_GDP","A","1986",1.23666017906289,
"DNK","GDEXPRD","TOT","PC_GDP","A","1987",1.32718268801577,
"DNK","GDEXPRD","TOT","PC_GDP","A","1988",1.4029805696756,
"DNK","GDEXPRD","TOT","PC_GDP","A","1989",1.44718382165898,
"DNK","GDEXPRD","TOT","PC_GDP","A","1990",1.51901015080403,
"DNK","GDEXPRD","TOT","PC_GDP","A","1991",1.5832899408957,
"DNK","GDEXPRD","TOT","PC_GDP","A","1992",1.61395136613405,
"DNK","GDEXPRD","TOT","PC_GDP","A","1993",1.69042246781979,
"DNK","GDEXPRD","TOT","PC_GDP","A","1995",1.78903156124809,
"DNK","GDEXPRD","TOT","PC_GDP","A","1996",1.80667022555365,
"DNK","GDEXPRD","TOT","PC_GDP","A","1997",1.8891409808451,
"DNK","GDEXPRD","TOT","PC_GDP","A","1998",2.00618799409024,
"DNK","GDEXPRD","TOT","PC_GDP","A","1999",2.12764140630185,
"DNK","GDEXPRD","TOT","PC_GDP","A","2001",2.32466428665821,
"DNK","GDEXPRD","TOT","PC_GDP","A","2002",2.4414456044838,
"DNK","GDEXPRD","TOT","PC_GDP","A","2003",2.51084503744712,
"DNK","GDEXPRD","TOT","PC_GDP","A","2004",2.41916331461333,
"DNK","GDEXPRD","TOT","PC_GDP","A","2005",2.39337290680524,
"DNK","GDEXPRD","TOT","PC_GDP","A","2006",2.40300259922869,
"DNK","GDEXPRD","TOT","PC_GDP","A","2007",2.51541238893515,
"DNK","GDEXPRD","TOT","PC_GDP","A","2008",2.77345736762991,
"DNK","GDEXPRD","TOT","PC_GDP","A","2009",3.055142059803,
"DNK","GDEXPRD","TOT","PC_GDP","A","2010",2.91706627653998,
"DNK","GDEXPRD","TOT","PC_GDP","A","2011",2.94465135824493,
"DNK","GDEXPRD","TOT","PC_GDP","A","2012",2.98124711359842,
"DNK","GDEXPRD","TOT","PC_GDP","A","2013",2.97048153603097,
"DNK","GDEXPRD","TOT","PC_GDP","A","2014",2.91409348854176,
"DNK","GDEXPRD","TOT","PC_GDP","A","2015",3.05496648172147,
"DNK","GDEXPRD","TOT","PC_GDP","A","2016",3.0928335625267,
"DNK","GDEXPRD","TOT","PC_GDP","A","2017",2.93124361326131,
"DNK","GDEXPRD","TOT","PC_GDP","A","2018",2.96602840500797,
"DNK","GDEXPRD","TOT","PC_GDP","A","2019",2.896854537618,
"DNK","GDEXPRD","TOT","PC_GDP","A","2020",2.96873471809853,
"DNK","GDEXPRD","TOT","PC_GDP","A","2021",2.81261986806506,
"FIN","GDEXPRD","TOT","MLN_USD","A","1981",1318.52848873753,
"FIN","GDEXPRD","TOT","MLN_USD","A","1983",1592.14697050338,
"FIN","GDEXPRD","TOT","MLN_USD","A","1984",1807.14495874791,
"FIN","GDEXPRD","TOT","MLN_USD","A","1985",1981.181668884,
"FIN","GDEXPRD","TOT","MLN_USD","A","1986",2148.13580597494,
"FIN","GDEXPRD","TOT","MLN_USD","A","1987",2347.01499475853,
"FIN","GDEXPRD","TOT","MLN_USD","A","1988",2514.19644628333,
"FIN","GDEXPRD","TOT","MLN_USD","A","1989",2688.69637517672,
"FIN","GDEXPRD","TOT","MLN_USD","A","1990",2818.61051248057,
"FIN","GDEXPRD","TOT","MLN_USD","A","1991",2869.16056454036,
"FIN","GDEXPRD","TOT","MLN_USD","A","1992",2904.58919194103,
"FIN","GDEXPRD","TOT","MLN_USD","A","1993",2933.61963191287,
"FIN","GDEXPRD","TOT","MLN_USD","A","1994",3221.43762255186,
"FIN","GDEXPRD","TOT","MLN_USD","A","1995",3344.09152662775,
"FIN","GDEXPRD","TOT","MLN_USD","A","1996",3857.04552982759,
"FIN","GDEXPRD","TOT","MLN_USD","A","1997",4383.98824473119,
"FIN","GDEXPRD","TOT","MLN_USD","A","1998",4910.41681572369,
"FIN","GDEXPRD","TOT","MLN_USD","A","1999",5625.73688273763,
"FIN","GDEXPRD","TOT","MLN_USD","A","2000",6311.09744821134,
"FIN","GDEXPRD","TOT","MLN_USD","A","2001",6380.60307888655,
"FIN","GDEXPRD","TOT","MLN_USD","A","2002",6610.13523785023,
"FIN","GDEXPRD","TOT","MLN_USD","A","2003",6836.15667883302,
"FIN","GDEXPRD","TOT","MLN_USD","A","2004",7132.45036433343,
"FIN","GDEXPRD","TOT","MLN_USD","A","2005",7363.12491931893,
"FIN","GDEXPRD","TOT","MLN_USD","A","2006",7679.155961507,
"FIN","GDEXPRD","TOT","MLN_USD","A","2007",8097.95821118645,
"FIN","GDEXPRD","TOT","MLN_USD","A","2008",8650.40924584572,
"FIN","GDEXPRD","TOT","MLN_USD","A","2009",8394.95881853464,
"FIN","GDEXPRD","TOT","MLN_USD","A","2010",8595.83535535391,
"FIN","GDEXPRD","TOT","MLN_USD","A","2011",8607.24597500831,
"FIN","GDEXPRD","TOT","MLN_USD","A","2012",7971.50973059591,
"FIN","GDEXPRD","TOT","MLN_USD","A","2013",7604.52323307347,
"FIN","GDEXPRD","TOT","MLN_USD","A","2014",7289.89462792454,
"FIN","GDEXPRD","TOT","MLN_USD","A","2015",6687.87247386876,
"FIN","GDEXPRD","TOT","MLN_USD","A","2016",6522.65430174323,
"FIN","GDEXPRD","TOT","MLN_USD","A","2017",6739.41523835911,
"FIN","GDEXPRD","TOT","MLN_USD","A","2018",6890.2441709504,
"FIN","GDEXPRD","TOT","MLN_USD","A","2019",7081.17070753311,
"FIN","GDEXPRD","TOT","MLN_USD","A","2020",7193.04980090598,
"FIN","GDEXPRD","TOT","MLN_USD","A","2021",7607.90647872915,
"FIN","GDEXPRD","TOT","PC_GDP","A","1981",1.14639244697507,
"FIN","GDEXPRD","TOT","PC_GDP","A","1983",1.30198418696599,
"FIN","GDEXPRD","TOT","PC_GDP","A","1984",1.43145354545455,
"FIN","GDEXPRD","TOT","PC_GDP","A","1985",1.51552496049446,
"FIN","GDEXPRD","TOT","PC_GDP","A","1986",1.59917092753577,
"FIN","GDEXPRD","TOT","PC_GDP","A","1987",1.68692122644574,
"FIN","GDEXPRD","TOT","PC_GDP","A","1988",1.7174796963101,
"FIN","GDEXPRD","TOT","PC_GDP","A","1989",1.74777119418798,
"FIN","GDEXPRD","TOT","PC_GDP","A","1990",1.82002194417265,
"FIN","GDEXPRD","TOT","PC_GDP","A","1991",1.96853749755463,
"FIN","GDEXPRD","TOT","PC_GDP","A","1992",2.06073952029912,
"FIN","GDEXPRD","TOT","PC_GDP","A","1993",2.0952061763196,
"FIN","GDEXPRD","TOT","PC_GDP","A","1994",2.21306243583951,
"FIN","GDEXPRD","TOT","PC_GDP","A","1995",2.20436791169875,
"FIN","GDEXPRD","TOT","PC_GDP","A","1996",2.45255867607731,
"FIN","GDEXPRD","TOT","PC_GDP","A","1997",2.62157752623932,
"FIN","GDEXPRD","TOT","PC_GDP","A","1998",2.78442501560503,
"FIN","GDEXPRD","TOT","PC_GDP","A","1999",3.0561949765199,
"FIN","GDEXPRD","TOT","PC_GDP","A","2000",3.24138200612715,
"FIN","GDEXPRD","TOT","PC_GDP","A","2001",3.19372333420914,
"FIN","GDEXPRD","TOT","PC_GDP","A","2002",3.2530776264429,
"FIN","GDEXPRD","TOT","PC_GDP","A","2003",3.2982214050834,
"FIN","GDEXPRD","TOT","PC_GDP","A","2004",3.30907220795173,
"FIN","GDEXPRD","TOT","PC_GDP","A","2005",3.32369889548052,
"FIN","GDEXPRD","TOT","PC_GDP","A","2006",3.332155098122,
"FIN","GDEXPRD","TOT","PC_GDP","A","2007",3.33704156688334,
"FIN","GDEXPRD","TOT","PC_GDP","A","2008",3.53696831647492,
"FIN","GDEXPRD","TOT","PC_GDP","A","2009",3.73402168949144,
"FIN","GDEXPRD","TOT","PC_GDP","A","2010",3.70532026171582,
"FIN","GDEXPRD","TOT","PC_GDP","A","2011",3.61806280871524,
"FIN","GDEXPRD","TOT","PC_GDP","A","2012",3.39832369165875,
"FIN","GDEXPRD","TOT","PC_GDP","A","2013",3.27137200777209,
"FIN","GDEXPRD","TOT","PC_GDP","A","2014",3.14750818039894,
"FIN","GDEXPRD","TOT","PC_GDP","A","2015",2.87196347896019,
"FIN","GDEXPRD","TOT","PC_GDP","A","2016",2.72441820906776,
"FIN","GDEXPRD","TOT","PC_GDP","A","2017",2.72787128647244,
"FIN","GDEXPRD","TOT","PC_GDP","A","2018",2.75749372488885,
"FIN","GDEXPRD","TOT","PC_GDP","A","2019",2.79961477207348,
"FIN","GDEXPRD","TOT","PC_GDP","A","2020",2.91243414916946,
"FIN","GDEXPRD","TOT","PC_GDP","A","2021",2.98933813259695,
"FRA","GDEXPRD","TOT","MLN_USD","A","1981",27351.248317619,
"FRA","GDEXPRD","TOT","MLN_USD","A","1982",29229.4136462824,
"FRA","GDEXPRD","TOT","MLN_USD","A","1983",30160.5351052884,
"FRA","GDEXPRD","TOT","MLN_USD","A","1984",32004.3223709989,
"FRA","GDEXPRD","TOT","MLN_USD","A","1985",33415.4653953659,
"FRA","GDEXPRD","TOT","MLN_USD","A","1986",34012.5664526032,
"FRA","GDEXPRD","TOT","MLN_USD","A","1987",35572.7197430736,
"FRA","GDEXPRD","TOT","MLN_USD","A","1988",37104.0667876313,
"FRA","GDEXPRD","TOT","MLN_USD","A","1989",39477.4359176271,
"FRA","GDEXPRD","TOT","MLN_USD","A","1990",42101.356162365,
"FRA","GDEXPRD","TOT","MLN_USD","A","1991",42604.7329998271,
"FRA","GDEXPRD","TOT","MLN_USD","A","1992",43392.9033566134,
"FRA","GDEXPRD","TOT","MLN_USD","A","1993",43794.8124510556,
"FRA","GDEXPRD","TOT","MLN_USD","A","1994",43853.5634501399,
"FRA","GDEXPRD","TOT","MLN_USD","A","1995",44237.6182370889,
"FRA","GDEXPRD","TOT","MLN_USD","A","1996",44496.762691143,
"FRA","GDEXPRD","TOT","MLN_USD","A","1997",43983.2891197931,
"FRA","GDEXPRD","TOT","MLN_USD","A","1998",44453.2824788643,
"FRA","GDEXPRD","TOT","MLN_USD","A","1999",46257.5290668272,
"FRA","GDEXPRD","TOT","MLN_USD","A","2000",47748.4961040902,
"FRA","GDEXPRD","TOT","MLN_USD","A","2001",49732.6979823188,
"FRA","GDEXPRD","TOT","MLN_USD","A","2002",51154.9612862138,
"FRA","GDEXPRD","TOT","MLN_USD","A","2003",50282.0238634197,
"FRA","GDEXPRD","TOT","MLN_USD","A","2004",51087.2242888102,
"FRA","GDEXPRD","TOT","MLN_USD","A","2005",50868.0582306737,
"FRA","GDEXPRD","TOT","MLN_USD","A","2006",52099.5570705776,
"FRA","GDEXPRD","TOT","MLN_USD","A","2007",52675.2886747683,
"FRA","GDEXPRD","TOT","MLN_USD","A","2008",53765.7620376522,
"FRA","GDEXPRD","TOT","MLN_USD","A","2009",56043.9392282262,
"FRA","GDEXPRD","TOT","MLN_USD","A","2010",56271.4011281747,
"FRA","GDEXPRD","TOT","MLN_USD","A","2011",57849.5007162605,
"FRA","GDEXPRD","TOT","MLN_USD","A","2012",58969.3444969058,
"FRA","GDEXPRD","TOT","MLN_USD","A","2013",59574.4278263165,
"FRA","GDEXPRD","TOT","MLN_USD","A","2014",61189.6960770008,
"FRA","GDEXPRD","TOT","MLN_USD","A","2015",60541.3444401665,
"FRA","GDEXPRD","TOT","MLN_USD","A","2016",61077.22694051,
"FRA","GDEXPRD","TOT","MLN_USD","A","2017",61816.013442404,
"FRA","GDEXPRD","TOT","MLN_USD","A","2018",62905.3482740124,
"FRA","GDEXPRD","TOT","MLN_USD","A","2019",63922.6055133993,
"FRA","GDEXPRD","TOT","MLN_USD","A","2020",61960.3227887054,
"FRA","GDEXPRD","TOT","MLN_USD","A","2021",63542.7447607698,
"FRA","GDEXPRD","TOT","PC_GDP","A","1981",1.86744478572899,
"FRA","GDEXPRD","TOT","PC_GDP","A","1982",1.94690154917584,
"FRA","GDEXPRD","TOT","PC_GDP","A","1983",1.98429886120471,
"FRA","GDEXPRD","TOT","PC_GDP","A","1984",2.07420619634245,
"FRA","GDEXPRD","TOT","PC_GDP","A","1985",2.13107987630809,
"FRA","GDEXPRD","TOT","PC_GDP","A","1986",2.11961879974859,
"FRA","GDEXPRD","TOT","PC_GDP","A","1987",2.16147079182647,
"FRA","GDEXPRD","TOT","PC_GDP","A","1988",2.15242593029728,
"FRA","GDEXPRD","TOT","PC_GDP","A","1989",2.19476859147486,
"FRA","GDEXPRD","TOT","PC_GDP","A","1990",2.27415207138559,
"FRA","GDEXPRD","TOT","PC_GDP","A","1991",2.27747064032866,
"FRA","GDEXPRD","TOT","PC_GDP","A","1992",2.2830885181298,
"FRA","GDEXPRD","TOT","PC_GDP","A","1993",2.31881228873699,
"FRA","GDEXPRD","TOT","PC_GDP","A","1994",2.26842574739356,
"FRA","GDEXPRD","TOT","PC_GDP","A","1995",2.24107915089639,
"FRA","GDEXPRD","TOT","PC_GDP","A","1996",2.22279940196412,
"FRA","GDEXPRD","TOT","PC_GDP","A","1997",2.14698921561878,
"FRA","GDEXPRD","TOT","PC_GDP","A","1998",2.0947576357205,
"FRA","GDEXPRD","TOT","PC_GDP","A","1999",2.10766738341712,
"FRA","GDEXPRD","TOT","PC_GDP","A","2000",2.09346097789441,
"FRA","GDEXPRD","TOT","PC_GDP","A","2001",2.13804251722793,
"FRA","GDEXPRD","TOT","PC_GDP","A","2002",2.17449451420776,
"FRA","GDEXPRD","TOT","PC_GDP","A","2003",2.11993720847801,
"FRA","GDEXPRD","TOT","PC_GDP","A","2004",2.09461284410561,
"FRA","GDEXPRD","TOT","PC_GDP","A","2005",2.05150582335969,
"FRA","GDEXPRD","TOT","PC_GDP","A","2006",2.05093799153857,
"FRA","GDEXPRD","TOT","PC_GDP","A","2007",2.02451299604401,
"FRA","GDEXPRD","TOT","PC_GDP","A","2008",2.06116919463155,
"FRA","GDEXPRD","TOT","PC_GDP","A","2009",2.21206518000725,
"FRA","GDEXPRD","TOT","PC_GDP","A","2010",2.17857321921787,
"FRA","GDEXPRD","TOT","PC_GDP","A","2011",2.19161452586975,
"FRA","GDEXPRD","TOT","PC_GDP","A","2012",2.22706582331325,
"FRA","GDEXPRD","TOT","PC_GDP","A","2013",2.23702513096375,
"FRA","GDEXPRD","TOT","PC_GDP","A","2014",2.2759166699616,
"FRA","GDEXPRD","TOT","PC_GDP","A","2015",2.22701684655245,
"FRA","GDEXPRD","TOT","PC_GDP","A","2016",2.22238389099287,
"FRA","GDEXPRD","TOT","PC_GDP","A","2017",2.19888013539714,
"FRA","GDEXPRD","TOT","PC_GDP","A","2018",2.19666010241585,
"FRA","GDEXPRD","TOT","PC_GDP","A","2019",2.19178876246854,
"FRA","GDEXPRD","TOT","PC_GDP","A","2020",2.30385096186099,
"FRA","GDEXPRD","TOT","PC_GDP","A","2021",2.21191265679544,
"DEU","GDEXPRD","TOT","MLN_USD","A","1981",45487.0740274098,
"DEU","GDEXPRD","TOT","MLN_USD","A","1982",46630.0280777103,
"DEU","GDEXPRD","TOT","MLN_USD","A","1983",47146.6840806689,
"DEU","GDEXPRD","TOT","MLN_USD","A","1984",48865.6138742321,
"DEU","GDEXPRD","TOT","MLN_USD","A","1985",53232.430268356,
"DEU","GDEXPRD","TOT","MLN_USD","A","1986",55403.548971978,
"DEU","GDEXPRD","TOT","MLN_USD","A","1987",58254.6865040415,
"DEU","GDEXPRD","TOT","MLN_USD","A","1988",60452.8993573188,
"DEU","GDEXPRD","TOT","MLN_USD","A","1989",62388.0763035669,
"DEU","GDEXPRD","TOT","MLN_USD","A","1990",63116.1509047095,
"DEU","GDEXPRD","TOT","MLN_USD","A","1991",68054.9120766613,
"DEU","GDEXPRD","TOT","MLN_USD","A","1992",66061.5808656682,
"DEU","GDEXPRD","TOT","MLN_USD","A","1993",63486.023083371,
"DEU","GDEXPRD","TOT","MLN_USD","A","1994",62656.9025516505,
"DEU","GDEXPRD","TOT","MLN_USD","A","1995",63890.6707338506,
"DEU","GDEXPRD","TOT","MLN_USD","A","1996",64689.4584078844,
"DEU","GDEXPRD","TOT","MLN_USD","A","1997",67190.8768444909,
"DEU","GDEXPRD","TOT","MLN_USD","A","1998",69415.0771462019,
"DEU","GDEXPRD","TOT","MLN_USD","A","1999",74926.9899006539,
"DEU","GDEXPRD","TOT","MLN_USD","A","2000",79146.3463922691,
"DEU","GDEXPRD","TOT","MLN_USD","A","2001",80295.3311040688,
"DEU","GDEXPRD","TOT","MLN_USD","A","2002",81197.8617115378,
"DEU","GDEXPRD","TOT","MLN_USD","A","2003",81900.0358168007,
"DEU","GDEXPRD","TOT","MLN_USD","A","2004",81542.2693437592,
"DEU","GDEXPRD","TOT","MLN_USD","A","2005",82366.258502459,
"DEU","GDEXPRD","TOT","MLN_USD","A","2006",86573.7963738294,
"DEU","GDEXPRD","TOT","MLN_USD","A","2007",88723.8647937389,
"DEU","GDEXPRD","TOT","MLN_USD","A","2008",95205.7370393764,
"DEU","GDEXPRD","TOT","MLN_USD","A","2009",94163.3260288997,
"DEU","GDEXPRD","TOT","MLN_USD","A","2010",97654.8203228464,
"DEU","GDEXPRD","TOT","MLN_USD","A","2011",104287.330767315,
"DEU","GDEXPRD","TOT","MLN_USD","A","2012",107564.732408329,
"DEU","GDEXPRD","TOT","MLN_USD","A","2013",106323.261159248,
"DEU","GDEXPRD","TOT","MLN_USD","A","2014",110276.326391374,
"DEU","GDEXPRD","TOT","MLN_USD","A","2015",114097.563573046,
"DEU","GDEXPRD","TOT","MLN_USD","A","2016",116904.240781414,
"DEU","GDEXPRD","TOT","MLN_USD","A","2017",124393.853613863,
"DEU","GDEXPRD","TOT","MLN_USD","A","2018",128211.822258026,
"DEU","GDEXPRD","TOT","MLN_USD","A","2019",131969.43394897,
"DEU","GDEXPRD","TOT","MLN_USD","A","2020",125566.643621924,
"DEU","GDEXPRD","TOT","MLN_USD","A","2021",129005.315240608,
"DEU","GDEXPRD","TOT","PC_GDP","A","1981",2.35161202484893,
"DEU","GDEXPRD","TOT","PC_GDP","A","1982",2.42025715929831,
"DEU","GDEXPRD","TOT","PC_GDP","A","1983",2.4091910004787,
"DEU","GDEXPRD","TOT","PC_GDP","A","1984",2.42847360382166,
"DEU","GDEXPRD","TOT","PC_GDP","A","1985",2.5853069351185,
"DEU","GDEXPRD","TOT","PC_GDP","A","1986",2.63058004117131,
"DEU","GDEXPRD","TOT","PC_GDP","A","1987",2.72770647714364,
"DEU","GDEXPRD","TOT","PC_GDP","A","1988",2.72944810832465,
"DEU","GDEXPRD","TOT","PC_GDP","A","1989",2.7111788516316,
"DEU","GDEXPRD","TOT","PC_GDP","A","1990",2.60587943582208,
"DEU","GDEXPRD","TOT","PC_GDP","A","1991",2.38665657712196,
"DEU","GDEXPRD","TOT","PC_GDP","A","1992",2.27303902582753,
"DEU","GDEXPRD","TOT","PC_GDP","A","1993",2.20596853931429,
"DEU","GDEXPRD","TOT","PC_GDP","A","1994",2.12630002918751,
"DEU","GDEXPRD","TOT","PC_GDP","A","1995",2.13519811465156,
"DEU","GDEXPRD","TOT","PC_GDP","A","1996",2.14461147716745,
"DEU","GDEXPRD","TOT","PC_GDP","A","1997",2.18832129107921,
"DEU","GDEXPRD","TOT","PC_GDP","A","1998",2.21612930769154,
"DEU","GDEXPRD","TOT","PC_GDP","A","1999",2.34779235535184,
"DEU","GDEXPRD","TOT","PC_GDP","A","2000",2.40981736199024,
"DEU","GDEXPRD","TOT","PC_GDP","A","2001",2.40437243963287,
"DEU","GDEXPRD","TOT","PC_GDP","A","2002",2.4362209979437,
"DEU","GDEXPRD","TOT","PC_GDP","A","2003",2.47461387159348,
"DEU","GDEXPRD","TOT","PC_GDP","A","2004",2.43518832982692,
"DEU","GDEXPRD","TOT","PC_GDP","A","2005",2.44192827894822,
"DEU","GDEXPRD","TOT","PC_GDP","A","2006",2.47231547788753,
"DEU","GDEXPRD","TOT","PC_GDP","A","2007",2.46048056650197,
"DEU","GDEXPRD","TOT","PC_GDP","A","2008",2.61513302624397,
"DEU","GDEXPRD","TOT","PC_GDP","A","2009",2.74266255882702,
"DEU","GDEXPRD","TOT","PC_GDP","A","2010",2.73023738816097,
"DEU","GDEXPRD","TOT","PC_GDP","A","2011",2.80554628346872,
"DEU","GDEXPRD","TOT","PC_GDP","A","2012",2.88165555073926,
"DEU","GDEXPRD","TOT","PC_GDP","A","2013",2.83598654738827,
"DEU","GDEXPRD","TOT","PC_GDP","A","2014",2.87784049490509,
"DEU","GDEXPRD","TOT","PC_GDP","A","2015",2.93379174404695,
"DEU","GDEXPRD","TOT","PC_GDP","A","2016",2.94038918698201,
"DEU","GDEXPRD","TOT","PC_GDP","A","2017",3.0470994992593,
"DEU","GDEXPRD","TOT","PC_GDP","A","2018",3.11010548366489,
"DEU","GDEXPRD","TOT","PC_GDP","A","2019",3.1677850204131,
"DEU","GDEXPRD","TOT","PC_GDP","A","2020",3.12979479161721,
"DEU","GDEXPRD","TOT","PC_GDP","A","2021",3.13319627958631,
"GRC","GDEXPRD","TOT","MLN_USD","A","1981",318.076185368428,
"GRC","GDEXPRD","TOT","MLN_USD","A","1986",514.292245825851,
"GRC","GDEXPRD","TOT","MLN_USD","A","1988",575.604236523143,
"GRC","GDEXPRD","TOT","MLN_USD","A","1989",747.036339593436,
"GRC","GDEXPRD","TOT","MLN_USD","A","1991",749.943080245022,
"GRC","GDEXPRD","TOT","MLN_USD","A","1993",963.851206600049,
"GRC","GDEXPRD","TOT","MLN_USD","A","1995",1040.64423636059,
"GRC","GDEXPRD","TOT","MLN_USD","A","1997",1149.45350051313,
"GRC","GDEXPRD","TOT","MLN_USD","A","1999",1630.03566665894,
"GRC","GDEXPRD","TOT","MLN_USD","A","2001",1736.76263533495,
"GRC","GDEXPRD","TOT","MLN_USD","A","2003",1865.29060963349,
"GRC","GDEXPRD","TOT","MLN_USD","A","2004",1890.7304418203,
"GRC","GDEXPRD","TOT","MLN_USD","A","2005",2088.37782070025,
"GRC","GDEXPRD","TOT","MLN_USD","A","2006",2138.68412710523,
"GRC","GDEXPRD","TOT","MLN_USD","A","2007",2269.18326718135,
"GRC","GDEXPRD","TOT","MLN_USD","A","2008",2596.10670624047,
"GRC","GDEXPRD","TOT","MLN_USD","A","2009",2348.32662045017,
"GRC","GDEXPRD","TOT","MLN_USD","A","2010",2141.25604679193,
"GRC","GDEXPRD","TOT","MLN_USD","A","2011",2181.50263789086,
"GRC","GDEXPRD","TOT","MLN_USD","A","2012",2103.30672681651,
"GRC","GDEXPRD","TOT","MLN_USD","A","2013",2352.81999175503,
"GRC","GDEXPRD","TOT","MLN_USD","A","2014",2437.10266552614,
"GRC","GDEXPRD","TOT","MLN_USD","A","2015",2797.41110735376,
"GRC","GDEXPRD","TOT","MLN_USD","A","2016",2896.854978999,
"GRC","GDEXPRD","TOT","MLN_USD","A","2017",3356.6853666137,
"GRC","GDEXPRD","TOT","MLN_USD","A","2018",3594.61231417739,
"GRC","GDEXPRD","TOT","MLN_USD","A","2019",3847.17546954322,
"GRC","GDEXPRD","TOT","MLN_USD","A","2020",4140.4426124822,
"GRC","GDEXPRD","TOT","MLN_USD","A","2021",4318.75246988799,
"GRC","GDEXPRD","TOT","PC_GDP","A","1981",0.14767742043607,
"GRC","GDEXPRD","TOT","PC_GDP","A","1986",0.23227256488643,
"GRC","GDEXPRD","TOT","PC_GDP","A","1988",0.25503558039227,
"GRC","GDEXPRD","TOT","PC_GDP","A","1989",0.3188755106284,
"GRC","GDEXPRD","TOT","PC_GDP","A","1991",0.31049104241959,
"GRC","GDEXPRD","TOT","PC_GDP","A","1993",0.40272278317808,
"GRC","GDEXPRD","TOT","PC_GDP","A","1995",0.41751661760312,
"GRC","GDEXPRD","TOT","PC_GDP","A","1997",0.42909826928453,
"GRC","GDEXPRD","TOT","PC_GDP","A","1999",0.5682310958355,
"GRC","GDEXPRD","TOT","PC_GDP","A","2001",0.55948388830407,
"GRC","GDEXPRD","TOT","PC_GDP","A","2003",0.54653661525485,
"GRC","GDEXPRD","TOT","PC_GDP","A","2004",0.52730333602603,
"GRC","GDEXPRD","TOT","PC_GDP","A","2005",0.57895618448942,
"GRC","GDEXPRD","TOT","PC_GDP","A","2006",0.56118204333542,
"GRC","GDEXPRD","TOT","PC_GDP","A","2007",0.57654971035306,
"GRC","GDEXPRD","TOT","PC_GDP","A","2008",0.66183206722197,
"GRC","GDEXPRD","TOT","PC_GDP","A","2009",0.62556891428918,
"GRC","GDEXPRD","TOT","PC_GDP","A","2010",0.60346942419589,
"GRC","GDEXPRD","TOT","PC_GDP","A","2011",0.68425978813308,
"GRC","GDEXPRD","TOT","PC_GDP","A","2012",0.71005173662964,
"GRC","GDEXPRD","TOT","PC_GDP","A","2013",0.81478446004339,
"GRC","GDEXPRD","TOT","PC_GDP","A","2014",0.83997594003222,
"GRC","GDEXPRD","TOT","PC_GDP","A","2015",0.96605480186583,
"GRC","GDEXPRD","TOT","PC_GDP","A","2016",1.00529423603189,
"GRC","GDEXPRD","TOT","PC_GDP","A","2017",1.15228436841708,
"GRC","GDEXPRD","TOT","PC_GDP","A","2018",1.21371022797492,
"GRC","GDEXPRD","TOT","PC_GDP","A","2019",1.27496283409219,
"GRC","GDEXPRD","TOT","PC_GDP","A","2020",1.50792669769512,
"GRC","GDEXPRD","TOT","PC_GDP","A","2021",1.45052287569429,
"HUN","GDEXPRD","TOT","MLN_USD","A","1991",1707.57298658813,
"HUN","GDEXPRD","TOT","MLN_USD","A","1992",1629.1029433009,
"HUN","GDEXPRD","TOT","MLN_USD","A","1993",1503.57655318697,
"HUN","GDEXPRD","TOT","MLN_USD","A","1994",1409.44875182447,
"HUN","GDEXPRD","TOT","MLN_USD","A","1995",1179.38248560809,
"HUN","GDEXPRD","TOT","MLN_USD","A","1996",1053.85083463819,
"HUN","GDEXPRD","TOT","MLN_USD","A","1997",1205.43361618996,
"HUN","GDEXPRD","TOT","MLN_USD","A","1998",1177.46304899869,
"HUN","GDEXPRD","TOT","MLN_USD","A","1999",1240.87059116145,
"HUN","GDEXPRD","TOT","MLN_USD","A","2000",1526.26999229163,
"HUN","GDEXPRD","TOT","MLN_USD","A","2001",1833.74147859084,
"HUN","GDEXPRD","TOT","MLN_USD","A","2002",2068.87291274849,
"HUN","GDEXPRD","TOT","MLN_USD","A","2003",2011.49369408957,
"HUN","GDEXPRD","TOT","MLN_USD","A","2004",1976.68898837953,
"HUN","GDEXPRD","TOT","MLN_USD","A","2005",2204.49680531743,
"HUN","GDEXPRD","TOT","MLN_USD","A","2006",2435.75388320056,
"HUN","GDEXPRD","TOT","MLN_USD","A","2007",2385.13925824398,
