date,US_Expense,US_Business,US_Cost,US_Tax,US_Investment,US_Credit,US_Technology,US_Economy,US_Innovation,US_Income,US_Salary,US_Manufacturing,US_Loan,US_Investor,US_Business_loan,US_Investment_fund,US_Investment_banking,US_Tax_credit,US_Research_&_Experimentation_Tax_Credit,US_Stock,US_Small_Business_Innovation_Research,US_Income_statement,US_Budget,US_Education,US_Medicine,US_Scholarship,US_Collaboration,US_Data,US_Health,US_Disease,US_Job,US_Career,US_Laboratory,US_Wage,US_Tax_deduction,US_Tax_report,US_Research_and_Development_Tax_Credit,US_Tax_incentive,US_Innovation_management,US_Entrepreneurship,US_Patent,US_Trademark,US_Patent_application,US_Law,US_Patent_office,US_Invention,US_Law_firm,US_Trademark_attorney,US_Patent_infringement,US_Capitalization,US_Energy,US_Business_model,US_Subsidy,US_Sustainability,US_Semiconductor,US_Investment_management,US_Employment,CN_Expense,CN_Business,CN_Cost,CN_Tax,CN_Investment,CN_Credit,CN_Technology,CN_Economy,CN_Innovation,CN_Income,CN_Salary,CN_Manufacturing,CN_Loan,CN_Investor,CN_Business_loan,CN_Investment_fund,CN_Investment_banking,CN_Tax_credit,CN_Stock,CN_Small_Business_Innovation_Research,CN_Income_statement,CN_Budget,CN_Education,CN_Medicine,CN_Scholarship,CN_Collaboration,CN_Data,CN_Health,CN_Disease,CN_Job,CN_Career,CN_Laboratory,CN_Wage,CN_Tax_deduction,CN_Tax_report,CN_Tax_incentive,CN_Innovation_management,CN_Entrepreneurship,CN_Patent,CN_Trademark,CN_Patent_application,CN_Law,CN_Patent_office,CN_Invention,CN_Law_firm,CN_Patent_infringement,CN_Capitalization,CN_Energy,CN_Business_model,CN_Subsidy,CN_Sustainability,CN_Semiconductor,CN_Investment_management,CN_Employment,JP_Expense,JP_Business,JP_Cost,JP_Tax,JP_Investment,JP_Credit,JP_Technology,JP_Economy,JP_Innovation,JP_Income,JP_Salary,JP_Manufacturing,JP_Loan,JP_Investor,JP_Business_loan,JP_Investment_fund,JP_Investment_banking,JP_Tax_credit,JP_Stock,JP_Small_Business_Innovation_Research,JP_Income_statement,JP_Budget,JP_Education,JP_Medicine,JP_Scholarship,JP_Collaboration,JP_Data,JP_Health,JP_Disease,JP_Job,JP_Career,JP_Laboratory,JP_Wage,JP_Tax_deduction,JP_Tax_report,JP_Tax_incentive,JP_Innovation_management,JP_Entrepreneurship,JP_Patent,JP_Trademark,JP_Patent_application,JP_Law,JP_Patent_office,JP_Invention,JP_Law_firm,JP_Trademark_attorney,JP_Patent_infringement,JP_Capitalization,JP_Energy,JP_Business_model,JP_Subsidy,JP_Sustainability,JP_Semiconductor,JP_Investment_management,JP_Employment,DE_Expense,DE_Business,DE_Cost,DE_Tax,DE_Investment,DE_Credit,DE_Technology,DE_Economy,DE_Innovation,DE_Income,DE_Salary,DE_Manufacturing,DE_Loan,DE_Investor,DE_Business_loan,DE_Investment_fund,DE_Investment_banking,DE_Tax_credit,DE_Research_&_Experimentation_Tax_Credit,DE_Stock,DE_Small_Business_Innovation_Research,DE_Income_statement,DE_Budget,DE_Medicine,DE_Scholarship,DE_Collaboration,DE_Data,DE_Health,DE_Disease,DE_Job,DE_Career,DE_Laboratory,DE_Wage,DE_Tax_deduction,DE_Tax_report,DE_Research_and_Development_Tax_Credit,DE_Tax_incentive,DE_Innovation_management,DE_Entrepreneurship,DE_Patent,DE_Trademark,DE_Patent_application,DE_Law,DE_Patent_office,DE_Invention,DE_Law_firm,DE_Trademark_attorney,DE_Patent_infringement,DE_Capitalization,DE_Energy,DE_Business_model,DE_Subsidy,DE_Sustainability,DE_Semiconductor,DE_Investment_management,DE_Employment,KR_Expense,KR_Business,KR_Cost,KR_Tax,KR_Investment,KR_Credit,KR_Technology,KR_Economy,KR_Innovation,KR_Income,KR_Salary,KR_Manufacturing,KR_Loan,KR_Investor,KR_Business_loan,KR_Investment_fund,KR_Investment_banking,KR_Tax_credit,KR_Research_&_Experimentation_Tax_Credit,KR_Stock,KR_Small_Business_Innovation_Research,KR_Income_statement,KR_Budget,KR_Education,KR_Medicine,KR_Scholarship,KR_Collaboration,KR_Data,KR_Health,KR_Disease,KR_Job,KR_Career,KR_Laboratory,KR_Wage,KR_Tax_deduction,KR_Tax_report,KR_Research_and_Development_Tax_Credit,KR_Tax_incentive,KR_Innovation_management,KR_Entrepreneurship,KR_Patent,KR_Trademark,KR_Patent_application,KR_Law,KR_Patent_office,KR_Invention,KR_Law_firm,KR_Trademark_attorney,KR_Patent_infringement,KR_Capitalization,KR_Energy,KR_Business_model,KR_Subsidy,KR_Sustainability,KR_Semiconductor,KR_Investment_management,KR_Employment,CA_Expense,CA_Business,CA_Cost,CA_Tax,CA_Investment,CA_Credit,CA_Technology,CA_Economy,CA_Innovation,CA_Income,CA_Salary,CA_Manufacturing,CA_Loan,CA_Investor,CA_Business_loan,CA_Investment_fund,CA_Investment_banking,CA_Tax_credit,CA_Research_&_Experimentation_Tax_Credit,CA_Stock,CA_Small_Business_Innovation_Research,CA_Income_statement,CA_Budget,CA_Education,CA_Medicine,CA_Scholarship,CA_Collaboration,CA_Data,CA_Health,CA_Disease,CA_Job,CA_Career,CA_Laboratory,CA_Wage,CA_Tax_deduction,CA_Tax_report,CA_Research_and_Development_Tax_Credit,CA_Tax_incentive,CA_Innovation_management,CA_Entrepreneurship,CA_Patent,CA_Trademark,CA_Patent_application,CA_Law,CA_Patent_office,CA_Invention,CA_Law_firm,CA_Trademark_attorney,CA_Patent_infringement,CA_Capitalization,CA_Energy,CA_Business_model,CA_Subsidy,CA_Sustainability,CA_Semiconductor,CA_Investment_management,CA_Employment,CH_Expense,CH_Business,CH_Cost,CH_Tax,CH_Investment,CH_Credit,CH_Technology,CH_Economy,CH_Innovation,CH_Income,CH_Salary,CH_Manufacturing,CH_Loan,CH_Investor,CH_Business_loan,CH_Investment_fund,CH_Investment_banking,CH_Tax_credit,CH_Stock,CH_Income_statement,CH_Budget,CH_Education,CH_Medicine,CH_Scholarship,CH_Collaboration,CH_Data,CH_Health,CH_Disease,CH_Job,CH_Career,CH_Laboratory,CH_Wage,CH_Tax_deduction,CH_Tax_report,CH_Innovation_management,CH_Entrepreneurship,CH_Patent,CH_Trademark,CH_Patent_application,CH_Law,CH_Patent_office,CH_Invention,CH_Law_firm,CH_Trademark_attorney,CH_Patent_infringement,CH_Capitalization,CH_Energy,CH_Business_model,CH_Subsidy,CH_Sustainability,CH_Semiconductor,CH_Investment_management,CH_Employment,GB_Expense,GB_Business,GB_Cost,GB_Tax,GB_Investment,GB_Credit,GB_Technology,GB_Economy,GB_Innovation,GB_Income,GB_Salary,GB_Manufacturing,GB_Loan,GB_Investor,GB_Business_loan,GB_Investment_fund,GB_Investment_banking,GB_Tax_credit,GB_Research_&_Experimentation_Tax_Credit,GB_Stock,GB_Small_Business_Innovation_Research,GB_Income_statement,GB_Budget,GB_Education,GB_Medicine,GB_Scholarship,GB_Collaboration,GB_Data,GB_Health,GB_Disease,GB_Job,GB_Career,GB_Laboratory,GB_Wage,GB_Tax_deduction,GB_Tax_report,GB_Research_and_Development_Tax_Credit,GB_Tax_incentive,GB_Innovation_management,GB_Entrepreneurship,GB_Patent,GB_Trademark,GB_Patent_application,GB_Patent_office,GB_Trademark_attorney,GB_Patent_infringement,GB_Capitalization,GB_Energy,GB_Business_model,GB_Subsidy,GB_Sustainability,GB_Investment_management,GB_Employment
2014-02-01,67,63,59,75,52,72,36,47,84,67,58,38,24,74,25,38,37,15,33,17,18,68,53,46,62,70,60,68,0,69,84,84,82,76,81,71,0,9,40,26,52,48,49,62,9,41,56,49,34,61,63,68,69,48,13,28,43,9,19,34,27,20,24,8,10,11,27,34,32,19,20,0,4,24,6,11,0,15,34,10,26,19,11,22,14,25,15,22,22,4,4,22,0,3,5,39,30,30,22,17,21,28,6,33,23,24,22,13,17,0,14,56,5,70,56,32,24,22,48,13,21,63,18,65,29,3,3,20,41,6,0,52,67,4,35,42,5,6,5,39,7,41,15,18,0,51,9,9,31,26,30,61,36,8,29,68,0,4,20,43,37,25,5,16,17,31,76,73,58,77,57,60,37,0,56,47,55,0,2,71,0,24,40,20,8,16,1,52,43,0,43,57,76,45,53,90,88,15,48,44,43,0,0,0,39,46,21,31,40,16,0,49,0,9,72,67,61,19,22,24,33,13,53,0,0,0,28,11,18,0,19,26,47,23,6,11,0,0,6,8,0,8,2,9,29,31,25,19,29,33,28,31,30,27,19,49,15,14,0,2,0,9,26,9,7,7,8,18,16,0,5,13,24,14,22,13,14,21,39,45,54,56,47,47,58,39,43,58,67,51,28,16,82,8,46,53,31,5,9,8,61,57,43,50,54,52,60,59,73,92,93,62,58,61,43,0,16,15,35,35,49,10,65,7,25,57,9,10,51,58,54,12,46,9,48,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,55,53,55,0,34,46,63,53,45,27,37,67,28,44,34,42,15,27,0,83,26,34,52,42,43,50,80,58,93,75,49,58,40,18,9,4,15,20,28,41,0,0,15,5,47,38,53,24,55,26,0
2014-03-01,60,57,56,56,48,64,37,42,79,57,52,32,23,65,25,32,32,10,35,15,19,51,51,43,52,64,52,67,0,65,78,83,70,72,69,41,0,9,30,22,48,46,44,55,9,32,53,41,31,58,60,63,68,46,14,27,43,11,23,42,30,24,24,10,13,13,32,38,35,19,20,1,4,21,6,11,3,17,41,13,46,26,14,25,16,26,15,21,25,5,4,16,3,3,5,43,36,36,25,24,28,27,8,41,26,23,23,18,20,0,15,53,5,67,73,30,24,23,43,13,19,69,17,62,32,4,2,22,38,5,2,44,60,4,32,40,4,6,5,35,6,39,13,18,0,46,8,7,31,25,27,56,34,3,29,69,0,3,27,36,32,25,5,13,17,29,68,78,51,79,50,58,33,0,51,47,49,0,1,58,0,20,32,27,0,14,2,41,41,0,38,54,68,41,49,80,81,13,49,40,41,0,0,0,36,40,20,22,36,15,0,41,6,14,79,67,50,16,22,20,33,12,53,0,0,0,29,12,21,0,23,26,48,26,6,13,0,0,5,7,0,8,1,10,34,32,26,19,31,35,34,36,29,26,24,47,13,16,0,0,1,11,28,10,12,7,8,30,15,0,3,9,29,22,20,21,19,14,41,62,59,58,63,46,60,37,42,62,81,51,29,19,74,9,41,55,46,0,8,4,57,40,40,52,44,52,58,60,66,90,85,66,58,70,66,0,19,24,31,36,47,13,57,7,22,52,3,28,55,63,55,12,46,12,46,76,0,71,55,69,62,79,45,51,66,59,47,0,38,56,0,40,36,26,11,41,84,59,53,50,35,38,37,0,78,82,27,65,42,50,16,28,49,27,7,70,18,38,62,4,0,52,56,51,34,36,21,34,71,31,64,52,58,56,0,38,54,66,64,45,26,38,61,25,50,32,45,20,29,0,84,72,36,48,38,45,53,79,61,91,71,50,62,45,20,9,7,19,22,30,37,0,0,11,13,48,41,53,25,65,25,0
2014-04-01,59,63,60,59,48,65,38,44,89,58,57,35,25,69,26,32,34,8,37,17,21,55,52,43,58,60,57,70,0,72,80,85,70,78,59,49,0,10,32,23,46,48,42,56,9,34,55,35,33,61,61,66,100,59,13,27,43,14,23,41,30,27,25,10,14,14,36,38,36,20,22,1,5,24,9,10,0,23,41,12,31,21,14,26,15,30,16,23,29,5,7,21,0,3,5,47,43,35,25,27,26,30,9,46,27,22,23,16,20,0,17,51,6,64,52,35,25,23,44,15,19,69,18,56,32,0,2,22,25,5,1,39,53,4,38,61,5,6,5,35,7,38,14,18,0,7,8,5,35,26,30,40,38,11,30,66,3,4,26,43,37,28,6,15,11,33,66,70,55,71,49,57,35,0,53,50,51,0,1,63,0,20,28,29,0,15,0,41,40,0,40,56,73,39,51,82,80,14,51,43,36,0,0,0,39,42,19,23,37,13,0,39,4,0,71,65,47,19,22,18,31,12,56,0,0,0,30,13,23,0,26,29,46,26,6,15,0,0,8,6,0,9,0,11,35,34,28,13,33,41,36,41,32,28,23,53,16,17,0,3,1,21,31,12,9,8,7,31,16,0,5,15,36,19,19,21,19,11,38,60,53,58,58,42,59,37,44,58,66,46,28,17,74,8,39,62,43,6,8,9,54,35,40,47,51,50,50,46,61,88,84,56,61,69,59,0,16,14,30,35,47,14,59,7,22,48,4,13,49,64,44,13,42,12,42,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,53,60,50,0,36,44,61,55,43,25,41,57,25,48,31,58,13,24,3,79,27,30,47,36,44,51,76,59,95,69,45,62,47,33,5,7,17,20,27,39,0,0,8,22,49,33,53,24,50,25,0
2014-05-01,37,52,56,30,43,66,33,40,76,38,55,32,24,65,23,30,30,4,34,14,19,44,51,42,53,49,49,64,0,67,80,79,64,79,19,11,0,8,30,19,47,44,39,60,8,30,49,39,33,54,51,59,59,47,11,26,41,12,23,43,29,24,25,10,15,14,33,34,36,18,22,1,5,27,8,11,4,18,42,14,29,21,14,25,16,30,17,22,26,6,5,6,3,2,5,48,38,36,28,33,25,31,6,41,27,27,19,17,21,0,17,52,5,68,52,32,23,26,43,14,19,64,18,57,33,4,2,20,27,6,7,43,53,4,36,47,5,6,5,40,8,36,13,18,0,5,7,5,30,28,32,45,35,8,30,68,2,4,32,47,39,26,6,15,18,30,75,72,59,76,53,70,32,0,57,44,50,0,2,68,0,21,36,32,8,15,0,48,44,0,42,54,78,42,55,80,81,14,48,35,47,0,2,0,43,57,19,23,39,12,0,37,0,17,69,66,57,17,24,22,34,13,53,0,0,0,29,11,20,0,22,27,42,24,6,13,0,0,8,5,0,7,0,12,37,33,27,10,34,38,37,39,31,26,22,42,14,6,1,1,1,16,29,9,11,8,6,27,18,0,5,13,32,16,16,21,18,13,36,34,54,58,36,39,59,37,35,55,45,55,28,18,73,9,36,53,24,0,7,5,43,40,40,50,45,44,57,53,68,95,86,59,63,38,28,3,15,11,28,35,50,13,59,8,21,49,9,21,46,59,47,12,41,9,46,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,53,58,53,0,34,45,64,53,41,25,38,63,23,46,33,54,19,28,4,85,24,35,50,38,42,49,75,63,85,67,44,57,41,23,8,6,11,19,28,40,0,0,19,19,48,35,44,29,51,25,0
2014-06-01,38,53,55,29,43,71,29,29,65,36,55,30,25,63,26,31,30,4,31,15,20,41,49,35,52,41,43,68,0,60,78,81,56,75,19,10,11,8,27,15,47,50,43,52,13,19,54,36,32,44,40,55,54,35,11,26,43,11,25,38,23,16,25,10,12,15,25,32,29,15,15,0,5,17,25,8,0,11,40,16,30,19,15,23,17,33,22,25,21,6,9,18,15,0,4,45,22,0,28,28,25,21,0,32,25,8,18,20,12,0,23,55,5,62,49,35,25,26,48,14,20,64,20,52,32,8,2,20,27,6,7,46,53,4,37,44,5,6,6,46,7,36,14,18,0,6,10,5,30,30,34,43,39,14,37,72,0,5,26,50,41,27,6,18,22,36,71,73,57,66,50,66,34,0,56,47,49,0,2,64,0,22,36,21,0,14,0,41,42,0,44,59,77,39,52,82,81,14,46,35,22,9,9,0,36,41,19,23,38,13,0,39,3,8,74,62,48,15,22,21,37,13,51,0,0,0,30,12,20,0,19,26,44,22,5,13,0,0,8,6,0,7,0,10,32,32,26,24,33,36,30,37,30,24,20,48,10,6,0,0,0,10,28,9,10,8,6,24,19,0,3,14,31,17,17,23,17,23,34,28,56,59,32,39,59,33,38,58,41,51,27,19,68,11,43,52,21,0,8,0,46,40,39,50,41,48,60,54,68,88,79,55,71,36,17,0,18,11,28,38,48,11,66,8,19,56,9,24,46,58,42,14,43,6,42,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,52,54,49,0,37,38,64,53,42,24,36,55,23,48,32,67,15,25,15,61,23,34,50,35,41,55,72,59,96,72,47,60,39,19,11,10,18,18,24,39,0,0,9,12,47,32,43,19,43,26,0
2014-07-01,38,54,59,33,44,73,33,24,74,38,60,32,28,69,29,33,35,5,30,15,18,38,52,33,54,42,50,71,0,72,100,90,59,81,20,10,4,8,29,16,47,45,41,51,9,18,58,42,30,43,40,58,71,36,12,28,44,10,28,32,27,16,28,11,11,18,28,31,38,16,23,15,7,15,0,9,0,11,42,14,25,26,14,31,18,30,32,38,22,10,0,20,0,0,4,46,22,33,28,18,18,26,50,25,28,19,20,13,16,0,31,57,5,65,40,34,26,23,50,14,18,58,19,47,34,0,2,20,25,6,2,44,58,4,36,30,5,7,5,40,7,39,14,22,0,4,6,9,28,31,31,35,39,14,36,71,4,6,26,53,42,24,7,18,15,31,65,76,60,66,52,57,33,0,50,46,50,0,2,64,0,21,40,23,0,14,0,44,44,0,43,54,66,43,56,78,85,14,54,37,21,0,0,0,37,41,18,23,37,12,0,41,4,18,69,59,51,11,19,19,34,12,53,0,0,0,28,13,21,0,22,28,44,23,6,13,0,0,5,8,0,8,0,9,32,30,25,19,31,35,29,35,32,27,22,48,11,8,0,0,2,12,28,11,9,7,7,20,16,0,8,10,27,15,14,16,15,16,36,25,52,50,28,38,57,28,22,52,39,50,25,18,67,8,40,59,20,0,7,3,36,37,31,52,35,40,60,50,68,87,78,49,60,31,15,0,6,13,22,35,43,13,57,7,14,52,3,17,39,43,38,12,31,6,42,62,0,66,58,37,61,87,40,40,50,53,41,0,40,54,9,36,37,24,11,28,87,56,47,71,40,37,35,0,84,83,26,61,17,22,6,27,53,22,0,59,15,26,76,0,0,41,50,29,27,27,13,41,58,27,56,52,59,49,0,29,29,50,50,43,22,36,65,22,45,31,84,13,24,0,54,23,26,49,34,36,51,64,49,94,69,43,53,40,19,17,5,5,14,22,36,0,0,9,13,37,28,43,16,30,27,0
2014-08-01,36,55,56,30,45,71,30,29,67,34,56,32,26,59,26,30,32,4,32,13,17,34,48,37,54,41,51,74,0,75,93,86,66,71,21,8,0,8,23,21,43,42,37,50,9,20,54,43,29,46,37,50,64,37,11,26,43,10,32,40,26,17,33,15,17,19,28,27,32,17,22,0,3,44,0,9,0,13,39,19,29,23,15,36,27,36,40,35,27,12,5,25,0,20,3,53,21,0,30,0,19,20,86,25,31,45,12,14,19,0,42,45,4,60,39,30,22,20,36,12,16,54,17,49,34,0,2,17,20,6,2,33,46,4,30,25,4,7,5,38,6,36,12,19,0,4,6,4,27,24,29,30,31,8,39,65,0,11,26,40,34,20,5,13,15,26,60,76,63,67,47,65,35,0,50,43,52,0,2,71,0,23,36,21,0,15,0,33,45,0,44,47,69,42,63,87,91,14,53,37,25,0,0,0,36,45,19,30,38,13,0,42,0,4,70,57,43,11,17,16,38,14,45,0,0,0,24,12,17,0,20,25,39,19,5,12,0,0,8,4,0,7,0,6,27,26,23,16,26,30,28,33,28,25,20,46,8,7,1,0,0,10,23,11,6,7,7,18,13,0,2,13,25,15,11,13,13,10,32,24,48,54,25,34,59,28,20,46,35,46,24,19,64,7,35,51,17,8,7,4,29,35,33,46,44,39,56,46,70,89,78,48,55,28,12,0,8,15,20,31,42,16,54,6,13,50,9,13,38,42,33,13,29,5,39,64,0,59,49,36,56,73,35,40,50,50,46,0,32,58,7,37,25,26,11,35,83,56,46,75,29,35,32,0,81,72,23,58,18,18,11,34,48,22,0,55,21,26,51,0,20,52,67,34,26,20,12,35,57,23,47,48,50,44,38,26,27,43,47,40,22,36,48,20,40,30,48,0,21,6,51,21,23,50,38,32,43,62,54,84,66,40,49,36,14,11,4,11,14,22,35,0,0,16,10,37,26,36,16,24,23,0
2014-09-01,45,55,58,29,47,68,38,50,89,41,54,34,23,60,23,30,39,4,25,15,17,73,48,46,56,48,59,80,0,69,79,92,80,73,23,9,12,7,29,29,48,46,33,54,10,30,53,36,28,69,52,66,62,46,12,26,43,8,35,37,31,19,33,16,17,26,26,33,34,16,26,0,8,17,0,11,0,25,30,21,33,38,22,38,28,42,43,48,34,10,11,12,0,60,5,51,27,66,38,48,24,37,0,49,40,27,23,26,26,0,49,50,5,64,40,34,23,22,43,15,22,56,19,59,37,10,2,16,20,6,0,41,51,4,33,34,5,7,6,47,7,38,14,26,0,4,7,10,26,28,32,35,35,13,29,59,0,6,30,42,32,22,6,15,15,31,69,76,54,66,51,63,35,0,53,46,51,0,2,63,0,20,31,20,0,14,0,38,38,0,42,53,68,46,53,81,98,14,49,39,21,14,3,0,38,43,20,20,38,13,0,38,4,9,70,59,45,12,20,18,30,14,49,0,0,0,28,14,20,0,23,28,41,22,6,12,0,0,8,4,0,8,0,8,33,28,27,13,34,35,31,34,32,28,21,46,10,5,0,3,0,14,25,9,6,7,6,23,13,0,4,14,29,18,20,18,15,21,33,31,61,53,25,42,55,38,38,61,44,52,29,17,69,8,35,63,17,4,8,6,71,33,50,51,53,57,63,59,65,96,100,71,62,30,11,0,11,7,39,35,49,17,66,7,18,50,5,17,54,59,53,15,44,7,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,49,59,48,0,36,43,59,48,43,24,34,59,22,43,36,54,13,23,0,61,22,35,55,46,38,52,76,52,85,80,51,60,40,16,16,3,12,18,25,37,0,0,17,14,48,33,40,23,49,26,0
2014-10-01,48,61,55,32,48,68,38,51,86,44,52,34,21,70,25,32,40,5,37,17,18,67,49,43,64,49,60,78,0,73,78,90,87,74,27,11,0,8,34,27,56,49,41,57,10,32,49,30,30,70,66,69,57,50,13,28,44,14,39,44,28,19,38,13,22,21,27,35,36,18,19,15,6,24,0,10,0,17,41,26,32,43,23,38,40,57,50,67,40,12,18,0,0,20,5,58,30,37,48,22,13,54,0,29,45,17,12,16,20,0,55,54,6,63,38,32,22,23,49,22,17,61,21,56,35,0,2,16,25,6,3,44,58,4,35,38,4,7,6,36,7,36,16,26,0,6,9,10,31,29,31,35,34,10,42,59,0,5,38,49,40,23,7,17,17,30,70,71,57,65,54,71,36,0,54,46,48,0,2,62,0,20,34,25,0,15,0,43,39,0,42,53,72,44,57,81,100,15,49,35,19,0,0,0,46,47,20,21,44,12,0,39,3,12,69,61,51,14,22,19,35,13,50,0,0,0,30,13,21,0,22,27,41,24,6,13,0,0,6,5,0,9,1,10,34,32,25,10,34,36,39,36,31,31,20,42,11,2,0,1,1,17,26,10,9,8,8,22,15,0,3,14,31,21,22,23,19,14,35,36,62,52,28,44,58,40,49,68,49,53,31,17,84,9,40,62,19,3,9,4,77,35,47,54,51,61,66,64,76,88,90,72,66,33,12,0,14,8,36,41,51,14,75,10,22,53,9,22,71,70,55,14,51,10,52,70,0,76,50,37,64,77,45,52,62,56,53,0,34,68,0,36,36,31,11,43,79,60,55,61,45,39,41,0,79,86,28,65,21,19,16,46,52,21,0,73,13,35,63,6,10,54,60,54,38,38,15,43,70,32,64,50,61,53,0,41,50,67,53,45,26,34,83,24,45,41,45,7,26,0,88,25,35,55,44,43,58,84,62,92,85,52,68,42,20,16,5,17,22,35,39,0,0,19,17,51,38,54,22,53,25,0
2014-11-01,46,49,51,28,42,66,34,43,73,39,49,33,20,64,23,29,34,6,26,16,17,50,50,42,52,49,53,74,0,64,67,76,61,66,25,8,5,7,33,23,43,40,36,53,8,30,45,33,29,60,58,59,61,45,11,23,32,34,42,49,39,24,35,21,23,25,35,35,48,21,24,17,7,31,0,12,0,16,30,26,34,32,23,48,37,46,47,58,37,11,0,19,0,0,6,63,31,0,39,49,21,50,0,43,53,34,23,15,17,0,61,51,5,61,41,39,23,22,46,16,19,70,19,57,40,0,2,19,24,6,0,45,54,4,33,37,4,7,5,39,7,38,14,22,0,15,4,6,27,26,30,38,34,10,31,64,0,4,39,42,39,19,7,15,14,28,76,79,58,66,56,94,35,0,61,53,56,0,2,63,0,23,35,17,0,16,5,49,43,0,43,58,75,46,57,85,93,15,52,42,17,0,3,0,43,46,21,16,43,14,0,42,0,0,77,67,55,17,24,20,26,14,52,0,0,0,30,13,21,0,23,28,45,26,6,14,0,0,11,5,0,9,1,9,42,36,28,14,33,37,35,38,31,27,21,53,9,5,0,0,0,13,28,12,7,8,7,28,17,0,5,14,32,20,22,23,19,10,36,34,56,51,26,40,48,37,47,62,43,45,27,14,69,7,40,58,20,3,8,6,65,33,41,48,43,53,63,53,67,76,76,63,54,28,10,0,12,8,30,35,47,7,60,5,21,48,0,17,63,60,51,11,49,8,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,64,50,55,51,0,38,53,67,49,42,26,32,74,22,43,39,39,18,25,0,97,25,37,52,36,45,56,74,59,80,83,54,57,40,15,12,4,20,25,27,38,0,0,15,18,50,40,55,27,59,25,0
2014-12-01,42,47,48,34,47,70,30,41,67,40,50,27,21,55,21,33,30,7,27,15,19,42,51,34,44,48,41,67,0,59,70,71,58,67,32,12,4,8,23,18,39,40,31,51,7,28,46,27,25,53,54,49,57,35,10,22,33,15,33,42,31,22,30,17,19,20,34,31,34,20,24,19,5,20,0,15,0,0,32,20,32,48,27,44,23,30,40,42,34,8,0,0,0,0,9,62,29,59,37,0,23,69,0,32,37,40,8,18,24,0,27,49,5,58,41,39,25,22,47,13,19,70,18,51,37,4,3,19,23,6,2,46,57,4,30,37,5,7,5,36,6,34,14,20,0,11,8,4,27,27,30,35,35,9,32,68,4,4,29,45,38,18,5,15,15,26,62,64,54,67,50,91,31,0,52,51,47,0,1,58,0,22,33,28,0,15,0,41,42,0,36,63,67,44,54,66,76,14,47,38,21,0,3,0,33,43,18,22,37,14,0,36,0,0,75,60,45,15,20,16,34,13,48,0,0,0,29,13,18,0,21,26,42,23,5,10,0,0,5,10,0,8,0,10,40,32,23,23,31,35,38,34,30,28,19,58,8,6,0,0,1,16,23,11,6,7,3,19,15,0,4,12,26,18,17,19,15,11,35,25,46,51,27,40,52,33,45,52,43,42,22,15,65,9,41,55,19,5,9,0,47,32,33,41,33,44,53,47,61,82,67,53,52,31,11,0,11,21,25,33,43,13,57,5,20,39,2,16,47,55,40,10,38,8,34,55,0,59,49,39,55,71,36,46,51,55,42,0,31,54,0,29,29,25,11,46,89,49,43,45,55,33,33,0,69,70,21,59,19,17,12,33,42,12,3,57,14,31,59,0,0,51,51,30,30,28,16,26,48,27,57,46,54,47,0,33,46,57,47,39,22,31,50,20,43,29,46,22,25,3,68,26,27,51,33,38,53,63,54,63,58,41,52,38,21,12,2,15,17,23,34,0,0,10,12,46,32,48,20,43,21,0
